-4.767235751604585126e+00	-3.796162526049532175e+02
-4.566582093402806741e+00	-3.315129305241726456e+02
-4.449938175651172223e+00	-3.055160948229063251e+02
-4.385682772519386319e+00	-2.917951579951900953e+02
-4.351345074650655675e+00	-2.846345774109211675e+02
-4.219346137192998114e+00	-2.582022805819173072e+02
-4.198404907355897997e+00	-2.541660567523302916e+02
-4.173002875628530894e+00	-2.493269891534133080e+02
-4.153992866203277678e+00	-2.457462078097486256e+02
-4.063518535056931391e+00	-2.291753234510725576e+02
-3.909970037401188314e+00	-2.027947456886862767e+02
-3.837352718308906230e+00	-1.910616998518520404e+02
-3.828291335857136879e+00	-1.896304083684777027e+02
-3.733085655069596775e+00	-1.750249452330695590e+02
-3.616449316698338912e+00	-1.581871453226178232e+02
-3.551714975207506342e+00	-1.493304775575204815e+02
-3.440466694448590879e+00	-1.349015948619000085e+02
-3.432929884542156529e+00	-1.339596141730480099e+02
-3.408127207175419837e+00	-1.308910594855821614e+02
-3.240150023210965902e+00	-1.113502010635365309e+02
-3.190876818749168731e+00	-1.060181163749578985e+02
-3.176311274854181299e+00	-1.044757842065781119e+02
-3.142576544483270951e+00	-1.009623662766928049e+02
-3.022606442456328146e+00	-8.911982110281842040e+01
-2.840253386878176300e+00	-7.299490403064341137e+01
-2.809058471314684891e+00	-7.045418662834204326e+01
-2.752862809662890431e+00	-6.603247480153166293e+01
-2.566823999591064442e+00	-5.276931408453667416e+01
-2.531258531251912913e+00	-5.046550978966275380e+01
-2.516008369730728944e+00	-4.949971083427065821e+01
-2.503240621147246880e+00	-4.870121269276822318e+01
-2.478634046166281468e+00	-4.718805395926761292e+01
-2.433654778766092264e+00	-4.450867543419619921e+01
-2.414556424264924228e+00	-4.340442007512841371e+01
-2.347203170966269070e+00	-3.966603967546217291e+01
-2.240099300136639826e+00	-3.420728759608661562e+01
-1.977527313656991304e+00	-2.317957568443016569e+01
-1.781313766253120878e+00	-1.691889655355224420e+01
-1.746604887614858548e+00	-1.597189959613254828e+01
-1.628099005337000360e+00	-1.307673986706040381e+01
-1.617695345136572982e+00	-1.284667267586791439e+01
-1.524366015670973518e+00	-1.094814539027145983e+01
-1.509785330831370231e+00	-1.067767174604370339e+01
-1.358212228840925739e+00	-8.258078595817206491e+00
-1.286625246052169658e+00	-7.348856225177003765e+00
-1.173841185902764206e+00	-6.192427958254661746e+00
-9.156364689004377055e-01	-4.646952667988525576e+00
-8.743390196897102840e-01	-4.521664827868230319e+00
-8.222216614018629244e-01	-4.404684848288549226e+00
-7.257325499485434150e-01	-4.298364611093624887e+00
-5.357453044089952598e-01	-4.433802989263029737e+00
-2.401761583158830149e-01	-5.219520201026849548e+00
-5.589613180649521951e-02	-5.826761411956256076e+00
-4.200883743069727672e-02	-5.870740541973448856e+00
2.228661294873095500e-01	-6.524981336129487275e+00
2.803953716549720809e-01	-6.595762494942658094e+00
3.279064705942964508e-01	-6.627644609650801044e+00
4.389320193650920743e-01	-6.593212538054618932e+00
4.914321335299645099e-01	-6.516550982064561737e+00
7.092630094415364184e-01	-5.694490572406628814e+00
9.331258274377010054e-01	-3.807950360576379367e+00
9.910365181508620225e-01	-3.115403328590944376e+00
1.097386963025109630e+00	-1.597495834981196516e+00
1.167100434140444065e+00	-4.181151006039307561e-01
1.260183656162602972e+00	1.400578106331984429e+00
1.346833951892575598e+00	3.359842319751967565e+00
1.544358742320080857e+00	8.870465368444584442e+00
1.687082783655689866e+00	1.383867443419849863e+01
1.703815179911449817e+00	1.447913439051124129e+01
1.871836021828620744e+00	2.162596440599624259e+01
1.884542973563119617e+00	2.222120972891781321e+01
2.011309063093190908e+00	2.860271139703464627e+01
2.013012799208437009e+00	2.869408982855373580e+01
2.366530749248623167e+00	5.111606024029834572e+01
2.468647601381549705e+00	5.896043517182658888e+01
2.559595657083261422e+00	6.650134308564604169e+01
2.567379948340433593e+00	6.717166123728567584e+01
3.035663816168794327e+00	1.152211804318718720e+02
3.045259071242611526e+00	1.163735207412602222e+02
3.130370181515623074e+00	1.269080371247955838e+02
3.144947802001579973e+00	1.287694490509635159e+02
3.386783337116542114e+00	1.621699549750947540e+02
3.585039094939245885e+00	1.932568293888870983e+02
3.643674863605507852e+00	2.031207601868773622e+02
3.697592384123106868e+00	2.124683359034719672e+02
3.705957975495689283e+00	2.139427282539543853e+02
3.842867845618030742e+00	2.390069153541390676e+02
4.025293397864226463e+00	2.752171990873520144e+02
4.053542790330027401e+00	2.811202275298671793e+02
4.215969398734346285e+00	3.166461594536600614e+02
4.230308307802308931e+00	3.199141629078698088e+02
4.254627987011549095e+00	3.255065435673890306e+02
4.293273016710976719e+00	3.345223180909849816e+02
4.458444001056056649e+00	3.748749716787708621e+02
4.537952645858801759e+00	3.953726638863906828e+02
4.749603445955163039e+00	4.534487974054450774e+02
4.775314566434596841e+00	4.608593256233315856e+02
4.786570955404078731e+00	4.641283257591611005e+02
4.799373858601423848e+00	4.678647643008446835e+02
4.990960932817356976e+00	5.261396784425668329e+02
