-4.905640525591209666e+00	-4.529890629808996891e+02
-4.833153896122494686e+00	-4.315113723633177187e+02
-4.786424308619244172e+00	-3.598598473674308025e+02
-4.653352623539862343e+00	-3.421946735409438816e+02
-4.552484170322403934e+00	-2.697321886695986564e+02
-4.516191843314904197e+00	-3.307309143438641286e+02
-4.412581292298876079e+00	-3.117428761233315413e+02
-4.281610149734403237e+00	-2.892176221784790755e+02
-4.034936446468480042e+00	-2.067084344054254075e+02
-4.018359965825922586e+00	-2.192683970793351023e+02
-4.011909585659340749e+00	-1.764740333824614424e+02
-3.901805473132466950e+00	-1.713447336563274916e+02
-3.887340142296223711e+00	-2.426640038972440152e+02
-3.805037478705846077e+00	-2.365243670091555259e+02
-3.516887605263447902e+00	-1.467847899522496391e+02
-3.480311810076738510e+00	-8.964088758726103379e+01
-3.403786327073826889e+00	-1.899652988393341957e+02
-3.328245318058233870e+00	-5.950806169324535233e+01
-3.233745896047687474e+00	-1.252948469382968710e+02
-3.199042139187921130e+00	-6.605412326801055656e+01
-3.185644155099651709e+00	-9.899263898748237978e+01
-3.065868675701519663e+00	-9.347550765258516492e+01
-3.062102028875250959e+00	-9.608857979990585818e+01
-3.036977840130170581e+00	-5.146777766957266209e+01
-2.646715708728657468e+00	-7.182505685915307936e+01
-2.646041099099604388e+00	-6.606218587214654292e+01
-2.593618151422902862e+00	-1.425373382160687896e+01
-2.528019818331798341e+00	-8.685014072233383331e+01
-2.463821329782823533e+00	-4.507209413064320103e+01
-2.309351695306569585e+00	-7.373751441723871380e+01
-2.237295629841534961e+00	-6.862370905021758460e+01
-2.181170456212476516e+00	-1.160218321893137272e+01
-2.037425779478353682e+00	-5.738258924556082263e+01
-1.890280074797452414e+00	-3.669161102586919299e+00
-1.664695651125228437e+00	-7.514901335177204267e+00
-1.495633647532002897e+00	9.304960311786764748e+00
-1.489750019028047490e+00	1.535723748975959069e+01
-1.441336842343883262e+00	7.580548042719239987e+00
-1.288164982597648223e+00	-2.052268435468246111e+01
-1.146587290831524442e+00	-1.219107034052017902e+01
-1.069085374872976502e+00	-7.841107856573774626e+00
-1.017619903086532940e+00	9.577992869801441600e+00
-8.541190140092336236e-01	1.305131430442150986e+01
-8.369914625726444513e-01	-1.033067907156229026e+01
-8.367507247556122962e-01	1.130628166148910374e+01
-7.293927589742352779e-01	4.073540593046168112e+01
-6.073664728509422517e-01	2.866282714293212130e+00
-5.999232702679302420e-01	-4.805865874344753053e+01
-1.116167117415747256e-01	1.816888797706998560e+01
1.112494892604249941e-01	-5.211844025692852256e+01
1.373683202525652902e-01	-1.845032670966414656e+01
1.645288362209331723e-01	-1.728205339058711587e+01
3.131686453511210999e-01	2.584282536656721874e+01
7.917313286470717415e-01	3.110214571920534965e+01
8.515334492351609441e-01	2.547442712773262485e+01
8.589747187828251640e-01	7.976232686249344894e+00
9.023228343980989052e-01	1.142469108984315795e+01
9.614657014651246669e-01	-2.286327764978683419e+01
1.027169983316653656e+00	-1.998906091475620705e-01
1.241067256341582770e+00	1.756147874155836064e+01
1.368872352256894409e+00	-1.662234048072225789e+01
1.435804868261145728e+00	-1.564432242504012471e+00
1.550626078108813033e+00	2.398958667555052315e+01
1.669994458946936433e+00	5.692096436786784608e+01
1.731159330985488687e+00	-2.326234369319548989e+01
1.830249997559551645e+00	4.746093335717464612e+01
1.902517295385336205e+00	5.893742629477893047e+01
1.969151715264430003e+00	8.733700406940529604e+01
2.069601801668170538e+00	6.677144676905584220e+01
2.134333992105662325e+00	5.410823072914062948e+01
2.199012950610599759e+00	-4.296157690959759634e+00
2.281822608236353744e+00	9.940268918155794609e+01
2.332413054529588692e+00	6.569430721028626863e+01
2.382646549070457809e+00	9.293951916420817838e+01
2.464414187195820283e+00	8.569114128291499810e+01
2.494012391221438918e+00	1.057722018503485515e+02
2.516916740219312665e+00	7.537685446506253584e+01
2.572324447208278464e+00	1.364031798828636397e+02
2.775337400456895587e+00	1.128359156947992830e+02
2.943896702139001675e+00	5.670924437980472987e+01
3.014352705088075624e+00	1.371229631784000560e+02
3.043150535469154150e+00	1.151945541698177351e+02
3.061154581002442754e+00	1.550576502307411033e+02
3.200109669462683826e+00	1.612564262495819492e+02
3.275242321117042721e+00	1.603780884641745388e+02
3.392882903661920579e+00	1.584115892061943214e+02
3.452080674068737309e+00	1.632471988391685613e+02
3.526551888887693664e+00	2.086161927379541794e+02
3.609165080804064729e+00	1.978181671951508065e+02
3.677911585488208956e+00	2.030681065262349705e+02
3.756537379770675145e+00	2.901822452183517385e+02
3.884283342694402563e+00	2.421018926722564686e+02
4.018973216027886153e+00	2.680144691371545491e+02
4.035357736060555922e+00	2.926529038429351317e+02
4.397965998894953543e+00	3.596096989162386421e+02
4.428590213859591174e+00	3.493771544531130075e+02
4.450692088564466076e+00	3.632307011629936255e+02
4.514751688827288945e+00	3.486306737975863825e+02
4.530122221905875435e+00	4.593460619414194070e+02
4.960969239419020127e+00	5.192935450843069702e+02
