-4.909675668349567701e+00	-4.164504046175607073e+02
-4.805127429142671325e+00	-3.891932649750562518e+02
-4.727464896096218894e+00	-3.697347778277828638e+02
-4.494072105704239206e+00	-3.151858339095185784e+02
-4.370777001523146410e+00	-2.886721893075409753e+02
-4.352080345764576030e+00	-2.847866623526712146e+02
-4.342235549232949410e+00	-2.827548454797261570e+02
-4.251043412554268208e+00	-2.643928447713743708e+02
-4.246059524958647913e+00	-2.634129721307076011e+02
-4.234759522340633353e+00	-2.612003031965700188e+02
-4.191270304972926297e+00	-2.528006319037724268e+02
-4.160241674961884684e+00	-2.469194282653029973e+02
-4.153432804201421469e+00	-2.456412381258865310e+02
-4.064682341801648668e+00	-2.293835826506770843e+02
-4.048388883115733528e+00	-2.264794382506287036e+02
-3.960620441558010185e+00	-2.112584266008560974e+02
-3.846157857991200579e+00	-1.924594458698256574e+02
-3.818487524080202977e+00	-1.880899724902862999e+02
-3.793214418262411680e+00	-1.841576982580012327e+02
-3.778160445995206729e+00	-1.818418760208213882e+02
-3.640873531516319872e+00	-1.616185559116119066e+02
-3.405142989795887587e+00	-1.305250887313579824e+02
-3.396485748156351292e+00	-1.294673185699316491e+02
-3.358889093072956467e+00	-1.249408342575302129e+02
-3.086865386242819476e+00	-9.533765296591417382e+01
-2.927697927124905064e+00	-8.045213341154740760e+01
-2.753793204956828333e+00	-6.610407473926841249e+01
-2.745409722870129077e+00	-6.546084903337001037e+01
-2.736922503770543358e+00	-6.481409486642468210e+01
-2.634752407754432646e+00	-5.737286665067639291e+01
-2.576214060498249747e+00	-5.338968285817520609e+01
-2.386415314341344462e+00	-4.181312930944412898e+01
-2.383104073290990499e+00	-4.162867358782263238e+01
-2.187692713647418685e+00	-3.174610718175416579e+01
-1.874129236510656327e+00	-1.968336072298608030e+01
-1.812971177120138222e+00	-1.782331981762555273e+01
-1.665593790616127556e+00	-1.393759227729476891e+01
-1.426494761915904075e+00	-9.261765433805589254e+00
-1.290271352756836798e+00	-7.391761451619614398e+00
-1.269577827476848775e+00	-7.152974448695425203e+00
-1.221832069853432401e+00	-6.644919973296901539e+00
-1.138611533648459240e+00	-5.895841901622435266e+00
-1.108842582555405798e+00	-5.667837695627387262e+00
-9.611182633037396172e-01	-4.820474087006761721e+00
-9.378166736265942660e-01	-4.726789235413220602e+00
-9.200610578106305226e-01	-4.662164319498539378e+00
-3.331993625226363775e-01	-4.926327874244755378e+00
-4.241118770469576305e-02	-5.869474160714251987e+00
8.803088100679978822e-02	-6.245865012281374362e+00
1.363468356373722656e-01	-6.361720586383817988e+00
2.552949691612171890e-01	-6.568977934145616260e+00
3.162429800732908802e-01	-6.622200331175751131e+00
7.635439087211226550e-01	-5.344050866193470917e+00
8.198383022594466496e-01	-4.911077672542716321e+00
8.461417314097001707e-01	-4.683313113768933000e+00
8.528500933157490138e-01	-4.622550460031277453e+00
9.650403072417903516e-01	-3.437536392373893968e+00
1.028597858256460107e+00	-2.616684564106779298e+00
1.031958888583373479e+00	-2.570104693111710858e+00
1.066515034169524867e+00	-2.072187942509497560e+00
1.068444951157393241e+00	-2.043347096853636025e+00
1.167693999607644528e+00	-4.074170420437361884e-01
1.226954025248239155e+00	7.182760516578747811e-01
1.661943627860056338e+00	1.289981197290288861e+01
1.752280955144574826e+00	1.640556863300698609e+01
1.866793120380730642e+00	2.139192674213826351e+01
2.282713444735802177e+00	4.515229738636158174e+01
2.350359651250919057e+00	4.993263976293084738e+01
2.535745446153516269e+00	6.447219685915636944e+01
2.592968830328636898e+00	6.940324079020010117e+01
2.764834522050950483e+00	8.553512431720851339e+01
2.906353075230643235e+00	1.003732751305280999e+02
2.942156057158954674e+00	1.043586295478671531e+02
2.960093365341243121e+00	1.063911860339709818e+02
3.209486025382290109e+00	1.372142446430831626e+02
3.272578975334500484e+00	1.457961231361674663e+02
3.289317653713530021e+00	1.481278132601270556e+02
3.320044025870487303e+00	1.524685479161047681e+02
3.330844002870575693e+00	1.540129967630294061e+02
3.352350079911300185e+00	1.571176592099990046e+02
3.361515784658678285e+00	1.584526972701231671e+02
3.430271210602077403e+00	1.686954277397246642e+02
3.469318827173490050e+00	1.746936778805464030e+02
3.480654350534972963e+00	1.764598256065089288e+02
3.514822478150216867e+00	1.818516316318500401e+02
3.536347105377654287e+00	1.853011636551184722e+02
3.580891535149838489e+00	1.925708911696415271e+02
3.700435680470860689e+00	2.129687234251706798e+02
3.903619322869106512e+00	2.507028417233692039e+02
4.241405941395791857e+00	3.224583329038189845e+02
4.258780657705308670e+00	3.264677257707891727e+02
4.265687930119121063e+00	3.280705492099107232e+02
4.294509290753961039e+00	3.348133686258600505e+02
4.305681695312214785e+00	3.374510656600288030e+02
4.411355911252746509e+00	3.630670742924892807e+02
4.443438637399122371e+00	3.710855991607015767e+02
4.482300252954225073e+00	3.809509868207561567e+02
4.537365943649989575e+00	3.952188101147856401e+02
4.753223805403363755e+00	4.544875395157890239e+02
4.819331089362949072e+00	4.737281241147167634e+02
