-4.967371513231688240e+00	-4.320235180702907769e+02
-4.893048958269674564e+00	-4.120331024608791495e+02
-4.638584401988158135e+00	-3.482750767446231634e+02
-4.638186728842775608e+00	-3.481809785671019313e+02
-4.397464510233044521e+00	-2.942795126197250966e+02
-4.342829936204735120e+00	-2.828772422136903515e+02
-4.227956430164089952e+00	-2.598741948188139759e+02
-4.169405083713794369e+00	-2.486466376765354767e+02
-3.747928725446528553e+00	-1.772504398031854862e+02
-3.691546536801184608e+00	-1.688967642423627069e+02
-3.610321823412165010e+00	-1.573340440980264248e+02
-3.402489745701035240e+00	-1.302002883214903477e+02
-3.330590987368986511e+00	-1.216053571431352651e+02
-3.039505110244296038e+00	-9.072728409491509183e+01
-3.014075371166237360e+00	-8.831575661918704157e+01
-2.881832415341973874e+00	-7.647857611180458548e+01
-2.611602082770370092e+00	-5.577362985523578232e+01
-2.426203742948661812e+00	-4.407550936987961165e+01
-2.354239711557451820e+00	-4.004536451547497222e+01
-2.306550310869161180e+00	-3.752499947383169854e+01
-2.220070717609095023e+00	-3.325073429400548974e+01
-2.206064346500139273e+00	-3.259355618980607261e+01
-2.188025845872869635e+00	-3.176132776051822049e+01
-2.183472423164499965e+00	-3.155375080873258042e+01
-2.112124302596003478e+00	-2.843081854296539390e+01
-2.066440371845468249e+00	-2.655658202157271575e+01
-2.046897005580997408e+00	-2.578398701521351555e+01
-1.973241278190141834e+00	-2.302560329517506688e+01
-1.910772547694156387e+00	-2.087089655497745611e+01
-1.777254474195949285e+00	-1.680575148483938719e+01
-1.664033953206068617e+00	-1.390078009931387726e+01
-1.585766516325083586e+00	-1.216401517707722313e+01
-1.555426471692787693e+00	-1.154751109197142256e+01
-1.384288650683056510e+00	-8.625224483185924385e+00
-1.341876909741067436e+00	-8.038016811470921397e+00
-1.290897472535597057e+00	-7.399165293118590725e+00
-1.280300400597400579e+00	-7.275276068936246787e+00
-1.137862096279480539e+00	-5.889850861924070813e+00
-1.005787417176384757e+00	-5.029272803237235578e+00
-9.359809435954709045e-01	-4.719839600867297591e+00
-7.682076281747649560e-01	-4.328500489803117190e+00
-5.259094036867661970e-01	-4.450935953064615092e+00
-4.793535601408489555e-01	-4.542962777349581316e+00
-4.575832202051604014e-01	-4.591725030190529466e+00
-4.174254314658965015e-01	-4.690171216151037825e+00
-3.483618005082149693e-01	-4.881305811059866606e+00
-1.758986847316830193e-01	-5.432192716798325272e+00
2.458811495451671547e-01	-6.557266891790135332e+00
3.069880998567402486e-01	-6.616756599060444444e+00
3.154667279260072732e-01	-6.621781614157026041e+00
6.831168856819660462e-01	-5.840950927437213558e+00
7.074502761567256215e-01	-5.705103508477323615e+00
7.578755415755020763e-01	-5.383655874763929816e+00
8.398607852995123579e-01	-4.739212641895684364e+00
8.996795451293717605e-01	-4.167305779947566791e+00
9.133730988868036249e-01	-4.023690903815161590e+00
9.719852516668598952e-01	-3.353292109417868261e+00
9.733714650642664168e-01	-3.336319376871155207e+00
1.115623305214073824e+00	-1.303551594647192502e+00
1.339322894926927354e+00	3.179436601516048455e+00
1.443259429704505159e+00	5.861442034163694359e+00
1.523827830513868165e+00	8.226244340037085934e+00
1.654756434742531646e+00	1.263650951458151539e+01
1.702093895997101924e+00	1.441267136526040105e+01
1.835001489839015676e+00	1.994494816543279825e+01
1.872033767981338137e+00	2.163516700227828693e+01
1.893497472872425647e+00	2.264544641516919654e+01
1.899858063137196851e+00	2.294919888514564121e+01
2.009283467474471507e+00	2.849426772842377886e+01
2.070125376539152739e+00	3.184588112123138615e+01
2.152212248777008341e+00	3.668373813056058452e+01
2.248704672110929614e+00	4.285108551306682756e+01
2.315873732987700606e+00	4.746155618555314959e+01
2.449933467957833955e+00	5.747425541810736149e+01
2.476351020797267211e+00	5.957862757527317399e+01
2.489189891414240741e+00	6.061730551328204797e+01
2.577668714865440691e+00	6.806374647968462455e+01
2.618784937149406744e+00	7.169858456359398247e+01
2.679520366882877980e+00	7.727509408752665365e+01
2.682964364702966620e+00	7.759880821578330767e+01
2.854947892583146185e+00	9.481622010771252462e+01
2.874875961808667668e+00	9.694758069883303619e+01
2.882439810742170927e+00	9.776413407010656442e+01
2.980719571055251649e+00	1.087582870723591810e+02
2.995566697499880249e+00	1.104820501174546337e+02
3.042140780743423534e+00	1.159982528142906659e+02
3.068245228491987220e+00	1.191629447439849372e+02
3.296754370168313741e+00	1.491711937516536750e+02
3.401820951002200388e+00	1.644080463467178959e+02
3.471324527801634474e+00	1.750053615143339414e+02
3.575459312101076037e+00	1.916748307482370421e+02
3.754200469915003779e+00	2.225725644991212562e+02
3.938876010366447744e+00	2.576554757589118481e+02
4.344962043990186373e+00	3.468313599010778603e+02
4.481334507793384603e+00	3.807037874319802313e+02
4.543290258432618245e+00	3.967741577900495145e+02
4.704412707100839697e+00	4.406125786780436329e+02
4.796247510566253425e+00	4.669505604193194586e+02
4.949628372241614116e+00	5.131889954234370634e+02
4.992995148983199627e+00	5.267825030649614746e+02
